G_CS,C,D1,D2,Th,stable,n_fp
4.0,0.009672661918373498,0.04510605495704586,0.06936207559065016,0.007545131749943576,1,3
4.0,0.013826986823694612,0.15950487189110113,0.011953998852030417,0.02278793809026103,1,3
4.1000000000000005,0.01023261847927768,0.058237462808255154,0.05823746280825504,0.009937615861930062,0,3
4.1000000000000005,0.009667013665942182,0.044969031273318937,0.06954599538490329,0.007520313847426144,1,3
4.1000000000000005,0.013833014094122178,0.15982587565366277,0.011901388040623807,0.02280661345516262,1,3
4.2,0.010233792410774996,0.05826660943747403,0.05826660943747497,0.009942495644683138,0,3
4.2,0.009661405618297134,0.044832808134975095,0.06972954887289991,0.007495658533723844,1,3
4.2,0.013838995768215463,0.16014609234465918,0.011849151939680804,0.022825139726311023,1,3
4.3,0.010234967056993735,0.058295769930387854,0.05829576993038882,0.009947377849841184,0,3
4.3,0.009655837307105942,0.04469737625911834,0.06991274047735778,0.007471164033463665,1,3
4.3,0.013844932354015857,0.16046553114846246,0.011797285990024994,0.02284351866089297,1,3
4.4,0.010236142418207755,0.05832494429527204,0.05832494429527068,0.00995226247766678,0,3
4.4,0.009650308272504321,0.04456272653872172,0.07009557453497646,0.007446828602429791,1,3
4.4,0.013850824350814655,0.16078420107340047,0.011745785719270601,0.022861751984753556,1,3
4.5,0.010237318494690338,0.05835413254040198,0.058354132540401775,0.00995714952841936,0,3
4.5,0.009644818062880223,0.04442885003798789,0.07027805529872434,0.007422650526775515,1,3
4.5,0.013856672249370169,0.16110211095638166,0.011694646739540076,0.022879841393186523,1,3
4.6000000000000005,0.010238495286714635,0.05838333467406312,0.058383334674062703,0.009962039002357181,0,3
4.6000000000000005,0.00963936623466534,0.04429573798787341,0.07046018694004152,0.007398628122262496,1,3
4.6000000000000005,0.013862476532122426,0.16141926946742655,0.0116438647452421,0.02289778855170243,1,3
4.7,0.010239672794553187,0.05841255070453981,0.05841255070454196,0.009966930899735195,0,3
4.7,0.009633952352133436,0.044163381781762816,0.07064197355096835,0.007374759733524857,1,3
4.7,0.013868237673386838,0.1617356851138589,0.011593435510971715,0.02291559509675699,1,3
